"id","obstime","yij","group"
1,0.05,0.649374165507103,1
1,0.1,4.19783558958768,1
1,0.15,6.33635458059759,1
1,0.2,10.7136959374454,1
1,0.25,9.66438792361524,1
1,0.3,7.37545247517158,1
1,0.35,6.9326196697188,1
1,0.4,5.52694566546081,1
1,0.45,4.25962921781928,1
1,0.5,2.96860044557724,1
1,0.55,4.91933933472675,1
1,0.6,4.11577593664703,1
1,0.65,3.19917560775947,1
1,0.7,1.2159031126001,1
1,0.75,3.71862353471665,1
1,0.8,1.58250910824437,1
1,0.85,0.892480778957169,1
1,0.9,1.5340058603869,1
1,0.95,1.35040549770733,1
1,1,1.12130812270111,1
2,0.05,0.00849485187012466,1
2,0.1,2.61001807010914,1
2,0.15,5.0602376803853,1
2,0.2,4.9427529434567,1
2,0.25,7.76839540370707,1
2,0.3,5.95348162377306,1
2,0.35,4.10308461459746,1
2,0.4,1.13155808044479,1
2,0.45,1.01938731506964,1
2,0.5,1.50561989694577,1
2,0.55,2.57992722181742,1
2,0.6,1.43683447690507,1
2,0.65,2.02177730387311,1
2,0.7,1.19048746320717,1
2,0.75,-0.969677436242596,1
2,0.8,-0.973862342027611,1
2,0.85,-1.67192940764176,1
2,0.9,-1.65545424299712,1
2,0.95,-0.557100821394403,1
2,1,-0.895727946046386,1
3,0.05,-2.33937197014508,1
3,0.1,0.310154235088165,1
3,0.15,4.41827021827145,1
3,0.2,6.22440198384033,1
3,0.25,5.19544810710944,1
3,0.3,4.03774935218655,1
3,0.35,3.35909622928622,1
3,0.4,2.10647753470609,1
3,0.45,0.12082530387463,1
3,0.5,0.704420209046886,1
3,0.55,0.354987696502045,1
3,0.6,-0.336770043156101,1
3,0.65,0.71085952958477,1
3,0.7,-1.14943644644412,1
3,0.75,0.576039968133649,1
3,0.8,0.15716626562453,1
3,0.85,-2.90922678455132,1
3,0.9,-3.90464132675586,1
3,0.95,-2.35177242008927,1
3,1,-3.05832415253815,1
4,0.05,6.51801929386724,1
4,0.1,6.81552581974546,1
4,0.15,10.7022961125714,1
4,0.2,11.9869908512013,1
4,0.25,11.4321805000305,1
